Category,Manufacturer,Medicine_Form,Price,Current_Stock,Quantity_Sold,Supplier_Name,Supplier_Lead_Time,Days_To_Expiry,Season,Month,Is_Festival,Avg_Last_7_Days_Sales,Avg_Last_30_Days_Sales,Safety_Stock,Reorder_Level,Storage_Requirements,Stock_to_Safety_Ratio,Sales_Velocity,Future_Demand
0,0,2,127.2,116,47,3,9,963,2,1,0,42,49,70,53,1,1.6338028169014085,0.358974358974359,47
5,0,2,467.1,268,11,1,13,559,1,5,0,11,4,55,39,1,4.785714285714286,0.040892193308550186,14
2,2,1,323.23,222,16,4,7,965,1,3,0,21,12,55,37,1,3.9642857142857144,0.09417040358744394,25
6,0,2,302.34,279,58,4,8,501,1,5,0,58,65,68,54,1,4.043478260869565,0.20714285714285716,64
0,0,2,371.5,367,39,4,3,449,1,4,0,44,30,52,42,0,6.9245283018867925,0.11956521739130435,47
5,4,0,335.8,204,53,3,3,229,0,7,0,49,58,43,34,1,4.636363636363637,0.23902439024390243,54
5,1,0,477.89,381,39,4,12,558,1,4,0,40,29,21,59,0,17.318181818181817,0.10471204188481675,38
2,4,0,450.78,367,42,0,3,458,2,1,0,44,44,20,65,1,17.476190476190474,0.11956521739130435,43
2,5,3,53.22,172,35,2,2,567,0,7,0,32,38,63,88,0,2.6875,0.18497109826589594,37
7,1,2,188.49,177,10,4,13,166,1,4,0,9,14,59,33,2,2.95,0.05056179775280899,12
2,0,1,362.36,113,11,2,9,538,1,5,0,7,19,21,84,2,5.136363636363637,0.06140350877192982,14
0,3,2,166.96,125,5,4,3,507,2,1,0,8,2,38,69,1,3.2051282051282053,0.06349206349206349,8
3,0,0,61.98,86,54,4,8,133,2,2,0,59,61,26,99,1,3.185185185185185,0.6781609195402298,62
6,3,2,356.47,244,14,1,11,638,1,3,0,17,24,79,56,0,3.05,0.06938775510204082,16
2,5,2,325.92,421,18,3,4,686,1,3,0,18,27,33,64,0,12.382352941176471,0.04265402843601896,26
2,1,0,338.72,435,9,3,2,934,2,2,0,4,16,64,83,2,6.6923076923076925,0.009174311926605505,14
5,1,0,477.89,155,50,4,2,705,2,2,0,47,55,22,42,0,6.739130434782608,0.30128205128205127,57
7,1,1,357.75,362,38,0,14,448,2,1,0,42,44,67,44,2,5.323529411764706,0.11570247933884298,42
7,5,3,212.79,88,58,2,11,551,2,2,0,56,62,69,78,2,1.2571428571428571,0.6292134831460674,65
1,2,0,82.18,61,55,1,11,575,2,1,0,54,62,29,70,2,2.033333333333333,0.8709677419354839,60
4,5,3,357.54,200,9,3,11,685,2,1,0,4,9,75,87,2,2.6315789473684212,0.01990049751243781,14
7,1,1,357.75,244,15,0,14,417,0,6,0,16,17,79,93,2,3.05,0.0653061224489796,19
0,0,0,33.93,277,5,3,5,489,1,3,0,7,7,37,36,0,7.2894736842105265,0.025179856115107913,13
2,5,3,53.22,98,38,2,7,415,0,6,0,42,28,46,69,0,2.0851063829787235,0.42424242424242425,44
4,3,1,437.94,498,43,2,4,865,0,6,0,40,38,28,33,1,17.17241379310345,0.08016032064128256,44
4,5,3,357.54,464,23,3,12,410,0,7,0,21,27,56,59,2,8.140350877192983,0.04516129032258064,27
6,0,1,444.0,161,36,1,13,379,2,1,0,40,26,32,75,0,4.878787878787879,0.24691358024691357,35
2,0,0,277.91,137,26,0,8,965,2,1,0,26,34,21,99,0,6.2272727272727275,0.18840579710144928,33
0,0,2,371.5,215,46,4,12,673,0,7,0,43,48,67,78,0,3.161764705882353,0.19907407407407407,46
0,5,2,441.43,326,29,3,8,287,0,7,0,28,34,54,54,1,5.927272727272728,0.0856269113149847,34
2,0,3,246.09,420,36,0,8,982,1,5,1,37,30,57,77,0,7.241379310344827,0.08788598574821853,38
2,4,0,450.78,221,45,0,7,529,1,5,0,45,43,70,34,1,3.112676056338028,0.20270270270270271,52
1,1,1,424.58,273,54,1,2,717,1,4,0,54,50,49,77,0,5.46,0.19708029197080293,61
4,2,0,414.69,494,59,2,4,553,1,3,0,63,57,23,81,1,20.583333333333332,0.12727272727272726,61
2,1,3,267.32,432,9,2,10,154,0,7,0,10,1,29,77,1,14.4,0.023094688221709007,16
1,3,1,345.21,111,24,2,5,529,2,1,0,27,32,32,42,2,3.3636363636363638,0.24107142857142858,30
2,1,3,366.0,401,23,4,7,757,1,3,0,22,21,69,98,0,5.728571428571429,0.05472636815920398,29
5,4,3,241.29,253,43,0,8,839,1,3,0,44,37,29,60,1,8.433333333333334,0.1732283464566929,46
2,1,3,56.6,399,55,4,2,463,1,4,0,57,49,46,92,2,8.48936170212766,0.1425,59
1,1,1,424.58,417,16,1,6,362,1,5,0,20,12,60,40,0,6.836065573770492,0.04784688995215311,19
0,3,0,49.41,330,5,3,3,796,0,7,0,1,13,62,93,2,5.238095238095238,0.0030211480362537764,10
0,3,2,226.22,347,42,4,9,506,1,5,0,37,39,46,99,2,7.382978723404255,0.10632183908045977,40
4,4,3,425.25,341,32,2,5,632,0,7,0,33,28,66,31,2,5.08955223880597,0.09649122807017543,31
0,5,2,441.43,259,20,3,11,398,2,2,1,18,29,33,75,1,7.617647058823529,0.06923076923076923,29
0,0,0,33.93,30,51,3,11,809,1,4,0,47,47,36,60,0,0.8108108108108109,1.5161290322580645,54
0,3,2,226.22,289,13,4,13,591,1,3,0,11,21,33,78,2,8.5,0.03793103448275862,15
2,5,3,53.22,240,18,2,14,244,2,1,0,16,9,29,88,0,8.0,0.06639004149377593,15
6,2,1,343.08,456,21,0,10,430,2,2,0,24,30,56,81,1,8.0,0.0525164113785558,32
2,5,2,325.92,342,15,3,12,586,1,3,1,12,17,74,70,0,4.56,0.03498542274052478,22
2,5,3,53.22,370,12,2,3,824,2,2,0,17,10,76,87,0,4.805194805194805,0.04582210242587601,21
7,1,2,188.49,408,9,4,2,336,2,2,0,9,4,61,88,2,6.580645161290323,0.022004889975550123,16
6,0,1,444.0,340,11,1,12,620,0,6,0,12,15,36,41,0,9.18918918918919,0.03519061583577713,14
4,4,1,82.18,46,20,2,5,810,2,1,0,16,11,68,39,2,0.6666666666666666,0.3404255319148936,23
5,2,3,156.68,453,5,4,8,253,2,1,0,3,3,75,96,1,5.9605263157894735,0.006607929515418502,6
5,3,0,219.86,427,55,1,6,684,2,1,0,54,55,77,69,0,5.4743589743589745,0.1261682242990654,54
0,0,0,33.93,61,24,3,2,307,1,3,0,29,15,51,82,0,1.1730769230769231,0.46774193548387094,23
0,2,1,95.12,80,49,0,9,846,1,3,0,50,43,58,38,2,1.3559322033898304,0.6172839506172839,56
0,1,2,184.21,254,16,3,10,767,1,4,0,21,20,50,77,1,4.980392156862745,0.08235294117647059,24
1,2,0,82.18,308,54,1,4,721,2,1,0,56,44,71,36,2,4.277777777777778,0.18122977346278318,52
1,3,1,345.21,84,52,2,12,762,1,4,0,49,58,22,42,2,3.652173913043478,0.5764705882352941,56
7,0,2,57.78,43,28,2,13,501,2,1,0,28,22,43,91,1,0.9772727272727273,0.6363636363636364,31
4,1,1,297.94,387,7,1,6,392,1,5,0,7,11,20,91,1,18.428571428571427,0.01804123711340206,7
6,2,1,343.08,405,52,0,3,132,2,2,1,49,48,62,94,1,6.428571428571429,0.1206896551724138,54
7,4,0,462.1,166,5,3,13,451,1,5,0,5,9,48,68,2,3.3877551020408165,0.029940119760479042,8
7,4,0,462.1,92,36,3,12,961,0,7,0,32,36,49,66,2,1.84,0.34408602150537637,38
1,3,1,345.21,58,33,2,9,393,1,4,0,35,41,66,75,2,0.8656716417910447,0.5932203389830508,36
1,2,0,82.18,371,24,1,8,825,2,1,0,19,20,75,84,2,4.881578947368421,0.051075268817204304,25
4,3,1,437.94,149,49,2,9,399,2,2,0,51,45,59,32,1,2.4833333333333334,0.34,48
6,2,1,259.78,38,35,2,11,221,1,3,1,35,34,42,85,1,0.8837209302325582,0.8974358974358975,43
4,5,3,357.54,33,47,3,14,894,0,7,0,48,47,43,39,2,0.75,1.411764705882353,51
1,5,2,72.7,355,59,2,3,523,1,4,0,56,50,78,32,1,4.493670886075949,0.15730337078651685,63
1,1,1,424.58,99,51,1,4,535,2,1,0,56,43,54,32,0,1.8,0.56,56
4,4,3,305.04,346,14,3,3,751,2,1,0,12,23,31,45,0,10.8125,0.0345821325648415,24
0,3,2,226.22,480,18,4,5,254,2,2,1,19,19,26,81,2,17.77777777777778,0.0395010395010395,20
1,3,1,345.21,129,22,2,13,827,0,6,0,19,13,24,81,2,5.16,0.14615384615384616,23
2,1,3,366.0,181,56,4,12,760,1,4,0,51,50,51,75,0,3.480769230769231,0.2802197802197802,53
0,1,3,112.93,73,19,2,2,537,2,1,0,15,13,79,62,1,0.9125,0.20270270270270271,18
1,4,3,117.68,464,51,2,14,981,1,3,0,55,44,57,85,1,8.0,0.11827956989247312,56
7,1,1,357.75,314,56,0,12,986,1,5,0,53,60,24,97,2,12.56,0.16825396825396827,56
0,1,3,112.93,438,17,2,10,708,2,2,1,17,8,46,95,1,9.319148936170214,0.0387243735763098,21
2,1,0,338.72,205,35,3,12,665,1,4,0,31,41,79,84,2,2.5625,0.15048543689320387,35
6,0,2,292.13,463,10,2,13,198,2,2,1,7,8,61,33,0,7.467741935483871,0.015086206896551725,12
4,5,3,357.54,433,22,3,6,501,1,4,0,18,26,71,51,2,6.013888888888889,0.041474654377880185,25
7,4,0,462.1,293,22,3,14,464,1,3,0,22,17,74,83,2,3.9066666666666667,0.07482993197278912,23
4,1,3,93.03,293,20,1,6,588,1,4,0,22,19,64,50,2,4.507692307692308,0.07482993197278912,25
1,2,1,244.64,101,36,1,11,824,2,1,0,36,45,64,55,1,1.5538461538461539,0.35294117647058826,37
0,3,2,166.96,178,45,4,12,539,1,4,0,50,40,32,92,1,5.393939393939394,0.27932960893854747,46
2,1,3,267.32,364,57,2,7,679,1,4,0,62,61,57,64,1,6.275862068965517,0.16986301369863013,59
2,2,1,323.23,482,16,4,2,269,1,5,0,19,21,60,51,1,7.901639344262295,0.039337474120082816,19
2,0,2,291.67,48,17,1,7,815,2,1,0,13,13,79,58,1,0.6,0.2653061224489796,24
4,3,1,437.94,429,22,2,6,326,2,2,0,24,23,31,43,1,13.40625,0.05581395348837209,29
6,1,3,14.44,353,32,3,5,508,2,2,0,27,35,41,44,1,8.404761904761905,0.07627118644067797,35
0,5,3,141.9,224,29,2,5,757,1,3,0,25,19,24,68,2,8.96,0.1111111111111111,28
5,0,2,467.1,361,21,1,12,497,0,6,0,25,22,50,92,1,7.078431372549019,0.06906077348066299,29
4,5,3,346.65,164,46,1,6,411,1,5,0,43,47,52,95,1,3.0943396226415096,0.2606060606060606,51
1,2,1,446.05,112,20,0,11,322,2,2,0,25,21,22,30,1,4.869565217391305,0.22123893805309736,23
0,1,2,184.21,403,45,3,11,36,1,4,0,50,42,44,89,1,8.955555555555556,0.12376237623762376,53
3,3,3,348.06,346,56,4,6,370,1,3,0,58,57,40,76,0,8.439024390243903,0.16714697406340057,56
0,3,1,41.1,202,9,1,12,226,1,4,0,12,19,68,68,2,2.927536231884058,0.059113300492610835,20
0,3,2,226.22,331,18,4,6,858,2,1,0,16,12,69,62,2,4.728571428571429,0.04819277108433735,17
4,1,3,93.03,294,24,1,3,450,0,6,0,24,17,51,32,2,5.653846153846154,0.08135593220338982,22
0,1,3,112.93,451,9,2,11,760,1,4,0,14,3,57,68,1,7.775862068965517,0.030973451327433628,16
1,2,1,244.64,396,43,1,11,892,0,7,0,41,47,68,84,1,5.739130434782608,0.10327455919395466,49
0,0,3,259.97,219,19,0,4,701,2,1,0,22,14,37,94,1,5.7631578947368425,0.1,25
0,2,1,95.12,300,57,0,8,167,0,6,0,61,49,61,80,2,4.838709677419355,0.2026578073089701,61
5,2,3,458.29,404,28,0,2,852,0,7,0,23,27,61,70,2,6.516129032258065,0.056790123456790124,32
6,2,1,259.78,250,33,2,11,558,2,2,0,36,41,75,91,1,3.289473684210526,0.14342629482071714,42
0,3,1,41.1,135,39,1,13,662,2,2,0,40,44,20,46,2,6.428571428571429,0.29411764705882354,42
2,1,3,56.6,199,29,4,4,874,2,2,0,24,20,21,81,2,9.045454545454545,0.12,26
0,1,0,66.94,274,23,1,9,701,1,4,0,18,16,78,82,2,3.4683544303797467,0.06545454545454546,29
4,1,1,297.94,107,52,1,12,752,1,3,0,48,45,35,87,1,2.9722222222222223,0.4444444444444444,51
0,0,3,259.97,141,20,0,8,467,1,5,0,15,16,71,37,1,1.9583333333333333,0.1056338028169014,24
0,0,0,33.93,327,11,3,13,470,2,2,0,11,9,62,99,0,5.190476190476191,0.03353658536585366,11
4,2,0,414.69,248,17,2,8,729,1,3,0,18,11,59,88,1,4.133333333333334,0.07228915662650602,25
1,2,0,82.18,489,13,1,11,396,0,7,0,18,13,51,44,2,9.403846153846153,0.036734693877551024,20
1,2,2,70.79,355,33,0,5,677,0,7,0,31,36,71,78,2,4.930555555555555,0.08707865168539326,33
0,3,0,49.41,55,37,3,5,609,2,1,0,32,43,39,70,2,1.375,0.5714285714285714,43
6,4,3,89.57,232,27,1,9,963,1,5,0,31,36,20,58,0,11.047619047619047,0.13304721030042918,36
1,2,1,244.64,478,11,1,7,359,2,2,0,9,21,56,41,1,8.385964912280702,0.018789144050104383,12
1,5,0,410.5,171,36,0,4,804,1,4,0,34,30,40,56,0,4.170731707317073,0.19767441860465115,38
2,4,0,319.2,93,21,2,4,573,1,5,0,16,12,58,43,0,1.576271186440678,0.1702127659574468,17
0,0,2,371.5,265,55,4,2,327,1,3,0,60,50,30,76,0,8.548387096774194,0.22556390977443608,59
6,4,3,89.57,77,26,1,5,1021,0,6,0,29,26,46,30,0,1.6382978723404256,0.3717948717948718,35
1,5,2,72.7,272,52,2,9,504,2,2,0,48,62,68,56,1,3.9420289855072466,0.17582417582417584,61
6,3,2,356.47,402,5,1,4,676,2,2,0,10,6,47,93,0,8.375,0.02481389578163772,14
0,1,0,66.94,214,49,1,10,157,2,1,0,53,57,25,71,2,8.23076923076923,0.24651162790697675,53
5,1,0,477.89,234,43,4,5,576,1,3,0,39,40,25,58,0,9.0,0.16595744680851063,42
5,0,2,467.1,286,37,1,5,128,1,3,0,41,47,61,94,1,4.612903225806452,0.14285714285714285,44
1,2,0,157.34,447,5,2,11,276,2,2,1,6,1,63,76,2,6.984375,0.013392857142857142,5
7,1,2,188.49,445,27,4,5,905,1,3,0,31,18,64,79,2,6.846153846153846,0.06950672645739911,34
0,4,1,175.0,360,42,0,5,57,1,4,0,42,34,57,92,1,6.206896551724138,0.11634349030470914,43
7,5,3,212.79,79,18,2,4,338,1,5,0,16,20,52,49,2,1.490566037735849,0.2,18
1,2,1,244.64,294,54,1,9,653,0,6,0,59,59,40,98,1,7.170731707317073,0.2,60
3,5,2,26.51,429,40,3,9,934,0,6,0,38,42,75,66,0,5.644736842105263,0.08837209302325581,42
7,1,3,94.68,185,6,4,14,213,1,4,0,5,1,42,87,2,4.3023255813953485,0.026881720430107527,7
0,3,0,49.41,430,16,3,8,694,2,2,0,20,12,78,85,2,5.443037974683544,0.04640371229698376,20
0,1,3,112.93,284,59,2,11,600,1,5,0,57,63,34,69,1,8.114285714285714,0.2,62
5,0,2,467.1,31,22,1,2,813,2,1,1,22,32,44,42,1,0.6888888888888889,0.6875,27
2,0,2,291.67,254,36,1,5,604,2,1,0,31,32,46,30,1,5.404255319148936,0.12156862745098039,34
3,4,3,204.5,367,48,3,2,471,2,1,0,49,48,31,47,1,11.46875,0.1331521739130435,52
6,0,2,302.34,108,24,4,10,346,1,3,0,26,27,28,89,1,3.7241379310344827,0.23853211009174313,30
3,4,3,204.5,306,21,3,4,100,1,3,0,21,24,65,54,1,4.636363636363637,0.06840390879478828,30
1,5,0,410.5,248,15,0,13,596,1,4,0,10,21,58,73,0,4.203389830508475,0.040160642570281124,17
6,3,2,356.47,468,18,1,5,622,1,5,0,22,23,65,82,0,7.090909090909091,0.046908315565031986,27
1,2,1,446.05,367,19,0,14,650,2,1,0,15,23,55,35,1,6.553571428571429,0.04076086956521739,26
7,1,1,357.75,206,32,0,10,843,1,4,0,29,27,46,86,2,4.382978723404255,0.14009661835748793,39
6,4,3,89.57,326,30,1,13,394,2,2,0,30,39,63,77,0,5.09375,0.09174311926605505,35
6,3,2,356.47,158,14,1,3,895,1,4,0,19,8,28,96,0,5.448275862068965,0.11949685534591195,15
6,0,3,194.11,453,45,1,2,362,1,5,1,44,39,25,96,2,17.423076923076923,0.09691629955947137,47
6,4,3,89.57,309,30,1,11,652,1,3,1,25,29,77,45,0,3.9615384615384617,0.08064516129032258,35
4,4,3,305.04,240,50,3,8,543,1,4,0,49,55,62,35,0,3.8095238095238093,0.2033195020746888,59
7,3,2,123.69,404,23,0,14,504,0,6,0,26,24,53,64,2,7.481481481481482,0.06419753086419754,25
4,1,3,93.03,239,39,1,12,267,1,5,0,43,45,43,48,2,5.431818181818182,0.17916666666666667,43
1,4,3,117.68,401,12,2,11,293,1,5,0,8,7,67,87,1,5.897058823529412,0.01990049751243781,17
5,4,0,335.8,244,58,3,8,141,1,4,0,53,58,69,48,1,3.4857142857142858,0.2163265306122449,59
5,0,2,467.1,405,14,1,2,382,0,6,1,12,4,41,34,1,9.642857142857142,0.029556650246305417,13
6,1,3,14.44,109,25,3,2,664,2,1,0,28,27,78,33,1,1.379746835443038,0.2545454545454545,26
3,4,3,204.5,289,43,3,6,796,1,4,0,43,47,73,30,1,3.9054054054054053,0.1482758620689655,45
6,1,3,14.44,215,59,3,4,273,1,4,0,55,69,47,37,1,4.479166666666667,0.25462962962962965,63
2,1,3,267.32,57,35,2,12,245,1,5,0,37,27,38,59,1,1.4615384615384615,0.6379310344827587,40
0,4,1,175.0,377,20,0,10,659,1,4,0,22,17,28,96,1,13.0,0.0582010582010582,25
4,1,1,297.94,407,32,1,5,642,2,1,0,37,30,64,63,1,6.2615384615384615,0.09068627450980392,35
6,4,3,302.46,148,37,4,11,489,2,2,0,37,27,37,78,2,3.8947368421052633,0.2483221476510067,39
0,1,2,184.21,498,30,3,8,533,0,7,0,31,35,49,46,1,9.96,0.06212424849699399,33
0,3,2,226.22,443,22,4,3,499,1,3,0,18,27,66,40,2,6.611940298507463,0.04054054054054054,26
1,2,1,244.64,44,55,1,9,425,2,1,0,53,49,70,67,1,0.6197183098591549,1.1777777777777778,57
5,4,2,156.72,361,56,2,14,701,1,3,0,60,46,32,81,1,10.93939393939394,0.16574585635359115,58
6,4,1,346.07,234,15,1,11,820,0,6,0,11,19,57,33,1,4.0344827586206895,0.04680851063829787,18
0,3,2,226.22,325,50,4,9,763,1,3,0,52,44,56,55,2,5.701754385964913,0.15950920245398773,49
7,1,2,188.49,147,50,4,9,720,1,3,0,46,41,72,72,2,2.0136986301369864,0.3108108108108108,56
3,5,2,26.51,102,36,3,14,783,1,4,0,35,27,72,47,0,1.3972602739726028,0.33980582524271846,37
6,0,3,194.11,167,34,1,8,620,2,2,0,35,30,55,64,2,2.982142857142857,0.20833333333333334,40
0,3,0,49.41,330,36,3,4,700,2,2,0,35,35,64,71,2,5.076923076923077,0.10574018126888217,41
2,4,0,450.78,449,18,0,9,679,1,4,0,20,13,51,55,1,8.634615384615385,0.044444444444444446,17
1,5,3,482.81,323,15,2,7,166,0,6,1,16,6,43,62,2,7.340909090909091,0.04938271604938271,19
2,0,3,246.09,387,39,0,14,689,0,7,1,38,29,44,45,0,8.6,0.0979381443298969,38
3,0,0,61.98,337,55,4,8,475,1,5,0,51,49,39,90,1,8.425,0.15088757396449703,59
0,0,2,127.2,298,31,3,8,349,0,7,0,29,27,41,82,1,7.095238095238095,0.09698996655518395,32
5,2,3,156.68,152,39,4,11,733,2,1,1,34,31,76,32,1,1.974025974025974,0.2222222222222222,41
6,4,0,408.86,314,5,1,2,328,1,4,0,1,7,26,38,2,11.62962962962963,0.0031746031746031746,7
0,1,0,66.94,472,36,1,2,500,1,5,0,38,46,56,99,2,8.280701754385966,0.080338266384778,42
7,0,2,397.29,418,48,0,13,705,2,2,0,48,47,26,80,2,15.481481481481481,0.11455847255369929,51
5,3,0,219.86,473,28,1,11,628,1,3,0,27,19,42,80,0,11.0,0.056962025316455694,34
7,4,0,462.1,48,9,3,6,572,0,6,0,5,10,35,36,2,1.3333333333333333,0.10204081632653061,16
4,1,1,129.97,415,7,2,6,136,1,5,0,12,4,77,54,0,5.32051282051282,0.028846153846153848,11
7,1,1,362.34,69,17,1,10,715,1,4,0,12,16,47,80,2,1.4375,0.17142857142857143,20
0,1,0,66.94,132,22,1,9,806,1,4,0,20,32,76,40,2,1.7142857142857142,0.15037593984962405,30
2,0,2,291.67,103,5,1,10,766,1,5,0,9,1,77,50,1,1.3205128205128205,0.08653846153846154,12
5,0,0,293.32,95,13,1,2,377,0,7,0,9,18,58,80,2,1.6101694915254237,0.09375,18
1,3,1,345.21,483,15,2,4,829,0,7,0,16,15,34,84,2,13.8,0.03305785123966942,17
5,2,3,458.29,226,21,0,9,903,2,2,0,21,27,29,35,2,7.533333333333333,0.09251101321585903,26
0,0,2,371.5,442,15,4,10,628,2,1,0,17,10,28,51,0,15.241379310344827,0.03837471783295711,16
2,0,2,291.67,263,8,1,10,221,1,5,0,3,11,39,97,1,6.575,0.011363636363636364,7
0,4,1,175.0,148,40,0,10,93,1,4,0,40,40,72,95,1,2.0273972602739727,0.2684563758389262,48
4,1,1,297.94,90,54,1,2,435,1,4,1,59,53,79,65,1,1.125,0.6483516483516484,61
7,4,0,462.1,452,41,3,2,646,2,1,0,36,48,48,97,2,9.224489795918368,0.07947019867549669,45
4,3,1,437.94,294,33,2,11,858,1,4,0,36,28,65,30,1,4.454545454545454,0.12203389830508475,33
1,2,1,446.05,82,42,0,14,541,0,7,0,45,36,45,70,1,1.7826086956521738,0.5421686746987951,48
5,3,0,219.86,372,25,1,4,816,1,5,1,22,27,24,73,0,14.88,0.058981233243967826,32
5,2,3,156.68,232,19,4,7,856,1,5,0,23,29,78,63,1,2.9367088607594938,0.09871244635193133,24
2,0,1,362.36,432,56,2,13,220,1,5,0,58,49,49,33,2,8.64,0.13394919168591224,64
6,0,1,444.0,393,52,1,5,441,1,3,0,50,59,42,80,0,9.13953488372093,0.12690355329949238,57
5,0,0,293.32,185,57,1,6,921,2,1,0,54,55,43,49,2,4.204545454545454,0.2903225806451613,64
4,1,1,297.94,72,52,1,2,726,1,4,0,53,42,44,45,1,1.6,0.726027397260274,52
0,3,2,226.22,140,5,4,6,625,2,2,0,4,8,50,88,2,2.7450980392156863,0.028368794326241134,6
5,4,0,457.07,92,52,2,12,767,1,4,1,52,56,54,38,0,1.6727272727272726,0.5591397849462365,52
0,3,2,166.96,87,28,4,13,288,2,1,0,32,24,71,49,1,1.2083333333333333,0.36363636363636365,35
0,3,2,226.22,424,28,4,9,767,1,5,0,31,23,72,61,2,5.808219178082192,0.07294117647058823,36
6,2,1,259.78,162,59,2,13,961,2,1,0,54,62,72,72,1,2.219178082191781,0.3312883435582822,65
6,0,2,292.13,438,39,2,10,728,0,6,0,35,49,74,49,0,5.84,0.07972665148063782,40
0,5,3,141.9,36,9,2,8,621,1,3,0,8,4,64,64,2,0.5538461538461539,0.21621621621621623,16
5,4,3,241.29,290,10,0,9,697,1,3,0,7,12,57,90,1,5.0,0.024054982817869417,18
1,5,2,72.7,377,24,2,13,608,1,5,0,21,18,44,66,1,8.377777777777778,0.05555555555555555,24
2,2,1,323.23,385,9,4,7,398,0,7,1,11,1,53,85,1,7.12962962962963,0.02849740932642487,16
3,3,3,117.96,362,41,4,10,604,0,6,0,39,31,71,96,2,5.027777777777778,0.10743801652892562,39
2,2,1,323.23,337,15,4,8,888,2,1,0,16,16,44,37,1,7.488888888888889,0.047337278106508875,24
3,5,2,26.51,80,22,3,13,200,0,7,1,17,12,72,57,0,1.095890410958904,0.20987654320987653,22
1,5,2,72.7,410,17,2,13,861,1,3,0,21,23,33,45,1,12.058823529411764,0.051094890510948905,19
5,0,2,467.1,277,18,1,10,199,1,5,0,23,25,59,38,1,4.616666666666666,0.08273381294964029,24
4,1,1,297.94,376,27,1,3,635,1,4,0,32,24,48,59,1,7.673469387755102,0.08488063660477453,34
1,2,0,82.18,245,6,1,10,487,1,4,0,4,3,64,57,2,3.769230769230769,0.016260162601626018,13
2,1,0,338.72,184,51,3,7,590,1,5,0,53,50,77,97,2,2.358974358974359,0.2864864864864865,52
5,4,2,156.72,386,49,2,5,343,1,3,1,45,47,61,78,1,6.225806451612903,0.11627906976744186,50
7,1,1,362.34,294,44,1,11,550,1,3,0,49,40,49,95,2,5.88,0.16610169491525423,47
4,5,3,357.54,327,55,3,4,556,2,1,0,53,61,39,45,2,8.175,0.16158536585365854,59
0,1,2,184.21,442,23,3,3,293,1,3,0,19,20,78,47,1,5.594936708860759,0.04288939051918736,24
5,4,0,400.21,253,42,0,14,413,1,3,0,40,34,79,40,0,3.1625,0.15748031496062992,46
1,2,0,157.34,310,57,2,7,292,2,1,1,58,50,45,76,2,6.739130434782608,0.1864951768488746,58
6,1,2,486.16,489,6,2,7,406,2,1,0,2,7,46,47,1,10.404255319148936,0.004081632653061225,12
1,2,0,157.34,185,47,2,2,514,1,5,1,45,42,45,74,2,4.021739130434782,0.24193548387096775,47
5,4,0,400.21,418,24,0,11,724,1,5,0,27,25,55,45,0,7.464285714285714,0.06443914081145585,33
0,0,2,371.5,263,18,4,3,386,1,5,0,23,27,43,68,0,5.9772727272727275,0.08712121212121213,29
6,0,3,194.11,230,53,1,5,863,1,3,1,56,45,41,69,2,5.476190476190476,0.24242424242424243,54
6,4,0,408.86,260,55,1,3,334,2,1,0,60,46,76,97,2,3.3766233766233764,0.22988505747126436,59
7,0,2,57.78,187,47,2,14,206,2,2,0,51,44,57,71,1,3.2241379310344827,0.2712765957446808,49
1,5,3,482.81,448,55,2,11,215,0,7,0,50,58,75,44,2,5.894736842105263,0.111358574610245,57
6,4,1,346.07,277,41,1,5,549,2,2,0,46,35,70,61,1,3.9014084507042255,0.16546762589928057,47
0,0,2,441.14,408,26,3,7,823,0,6,1,31,26,56,58,1,7.157894736842105,0.07579462102689487,30
1,3,1,345.21,474,29,2,8,211,1,3,0,26,28,33,58,2,13.941176470588236,0.05473684210526316,28
7,4,0,462.1,92,38,3,3,702,2,1,0,39,36,27,76,2,3.2857142857142856,0.41935483870967744,44
4,1,1,297.94,484,36,1,12,725,1,3,0,34,38,54,51,1,8.8,0.07010309278350516,39
5,4,2,156.72,380,19,2,6,565,1,3,0,23,20,63,61,1,5.9375,0.06036745406824147,24
7,0,2,57.78,52,25,2,11,493,2,1,0,26,19,44,39,1,1.1555555555555554,0.49056603773584906,29
4,1,3,93.03,180,49,1,7,940,2,1,0,49,58,24,40,2,7.2,0.27071823204419887,57
1,2,1,446.05,437,24,0,14,655,0,6,0,21,17,74,37,1,5.826666666666667,0.04794520547945205,28
0,1,0,66.94,332,17,1,11,904,2,2,0,22,12,65,44,2,5.03030303030303,0.06606606606606606,19
2,0,3,246.09,114,9,0,14,493,2,1,1,11,7,41,91,0,2.7142857142857144,0.09565217391304348,15
4,1,3,93.03,41,19,1,13,516,2,2,0,23,9,25,59,2,1.5769230769230769,0.5476190476190477,23
2,1,3,267.32,319,30,2,6,127,1,4,0,28,35,73,38,1,4.3108108108108105,0.0875,38
5,1,0,477.89,51,9,4,6,268,1,3,0,13,17,60,51,0,0.8360655737704918,0.25,12
2,0,0,449.03,280,40,3,2,840,1,5,0,45,50,68,73,1,4.057971014492754,0.1601423487544484,51
1,2,0,157.34,272,24,2,7,336,2,1,0,27,24,30,85,2,8.774193548387096,0.0989010989010989,29
4,4,3,425.25,449,17,2,14,474,1,4,0,22,18,40,94,2,10.951219512195122,0.04888888888888889,23
7,1,1,357.75,312,22,0,14,754,0,6,0,20,14,36,96,2,8.432432432432432,0.06389776357827476,25
