Category,Manufacturer,Medicine_Form,Price,Current_Stock,Quantity_Sold,Supplier_Name,Supplier_Lead_Time,Days_To_Expiry,Season,Month,Is_Festival,Avg_Last_7_Days_Sales,Avg_Last_30_Days_Sales,Safety_Stock,Reorder_Level,Storage_Requirements,Future_Demand
0,3,0,49.41,403,37,3,5,265,2,2,0,41,45,48,32,2,45
1,2,0,157.34,109,51,2,2,575,2,2,0,53,56,24,97,2,55
4,4,1,82.18,353,14,2,9,603,0,7,0,11,9,20,30,2,18
0,3,1,41.1,461,46,1,6,684,2,1,1,51,41,59,69,2,54
4,4,3,305.04,112,59,3,2,752,1,5,0,63,59,20,74,0,63
4,4,3,305.04,435,28,3,7,1010,1,4,0,30,28,54,49,0,32
4,5,3,357.54,423,22,3,9,246,1,5,0,22,30,77,82,2,23
3,4,3,204.5,175,55,3,6,611,1,5,0,60,51,33,67,1,61
6,5,3,164.14,200,28,1,7,823,1,3,0,27,22,73,81,1,30
0,1,3,112.93,166,33,2,11,62,2,2,0,29,43,70,57,1,37
4,4,1,82.18,177,9,2,6,372,1,4,0,6,5,39,76,2,7
5,4,0,400.21,426,41,0,6,489,1,3,0,40,48,59,75,0,51
5,4,3,241.29,73,54,0,5,234,1,4,0,55,54,73,84,1,56
6,0,2,302.34,449,40,4,7,882,1,3,0,35,39,26,61,1,43
1,5,3,482.81,280,37,2,13,985,0,6,0,35,33,40,91,2,44
2,1,0,338.72,51,9,3,3,386,2,2,0,14,13,37,44,2,19
4,5,3,357.54,127,49,3,5,661,2,1,0,49,46,42,88,2,48
6,0,3,194.11,118,37,1,2,924,0,6,0,39,37,44,57,2,43
4,5,3,346.65,167,25,1,2,773,1,3,0,29,29,23,71,1,27
2,1,3,56.6,243,11,4,2,737,2,2,0,9,17,50,53,2,12
7,0,2,57.78,206,39,2,5,423,1,3,0,37,33,79,99,1,45
0,5,2,441.43,94,55,3,4,686,2,1,0,54,50,25,36,1,56
0,3,2,166.96,291,26,4,5,777,1,5,0,26,18,39,62,1,24
2,2,1,323.23,377,54,4,5,929,0,6,0,55,62,78,42,1,62
1,2,0,157.34,287,22,2,13,505,0,7,0,25,15,38,67,2,28
2,3,2,142.33,261,56,2,4,484,1,4,1,52,47,42,62,2,54
6,0,2,302.34,228,50,4,7,614,2,1,0,55,57,70,38,1,60
2,5,3,53.22,310,10,2,2,231,2,1,0,12,2,72,48,0,17
6,4,3,89.57,207,45,1,9,471,0,6,0,48,46,31,54,0,55
3,3,3,117.96,81,31,4,8,906,1,5,0,26,34,36,71,2,37
4,2,0,414.69,288,31,2,12,451,1,3,1,32,21,67,84,1,34
4,4,3,103.44,417,35,4,11,160,2,2,0,37,26,67,96,2,41
4,5,3,357.54,47,55,3,7,762,1,3,0,53,64,77,38,2,65
1,5,0,410.5,485,38,0,3,523,0,6,0,40,29,36,97,0,42
4,0,1,283.65,465,19,1,13,874,1,3,0,14,27,64,92,2,28
4,3,1,437.94,76,21,2,14,19,0,7,0,16,20,42,99,1,20
3,3,3,117.96,429,30,4,11,743,1,4,0,25,35,26,45,2,31
5,2,3,458.29,495,44,0,7,460,1,5,0,45,45,35,38,2,53
6,4,3,89.57,422,29,1,10,380,0,6,0,26,31,22,54,0,33
1,2,2,70.79,315,39,0,12,586,0,6,0,40,42,69,86,2,46
6,0,2,292.13,487,31,2,10,525,1,5,0,34,26,36,67,0,37
5,4,0,400.21,407,36,0,11,617,2,1,0,38,30,37,44,0,38
1,4,3,117.68,53,24,2,13,819,1,5,0,22,15,66,56,1,30
1,4,3,117.68,223,28,2,14,849,1,4,0,25,37,73,87,1,33
0,5,2,441.43,463,5,3,5,722,2,1,1,7,1,35,31,1,4
2,4,0,53.6,457,5,3,2,360,2,2,0,2,7,54,67,2,5
5,3,0,219.86,35,22,1,3,870,2,2,0,25,29,25,70,0,32
2,4,0,319.2,39,31,2,10,510,0,6,0,27,41,37,46,0,31
1,2,2,70.79,271,52,0,9,474,1,5,1,52,49,51,89,2,54
3,4,3,204.5,387,28,3,9,801,1,4,0,26,38,37,55,1,35
2,4,0,53.6,188,48,3,2,524,2,1,0,47,58,34,40,2,50
6,0,3,194.11,33,24,1,10,557,0,7,0,26,14,59,73,2,28
6,4,3,89.57,170,12,1,8,390,0,6,0,10,3,49,91,0,11
5,0,0,293.32,435,54,1,13,336,1,4,0,51,60,71,51,2,54
6,4,3,89.57,127,35,1,7,487,1,4,0,32,30,68,82,0,37
4,4,3,305.04,321,18,3,3,26,1,4,0,19,17,76,40,0,22
0,5,3,141.9,480,27,2,2,657,2,1,0,28,28,49,71,2,35
6,0,3,194.11,372,52,1,8,91,2,2,0,57,45,68,77,2,54
0,0,2,127.2,492,54,3,10,496,2,1,1,51,60,55,97,1,62
6,4,3,89.57,467,35,1,10,711,2,1,0,31,33,47,34,0,41
6,2,1,259.78,355,17,2,4,271,0,7,0,18,10,74,64,1,16
0,0,2,371.5,117,37,4,12,423,2,1,0,37,37,21,69,0,42
4,1,1,129.97,489,28,2,5,453,1,3,0,33,33,54,41,0,35
0,5,3,141.9,171,11,2,13,443,0,7,0,16,10,70,32,2,18
5,1,0,477.89,417,15,4,13,347,0,6,0,17,14,56,36,0,21
1,2,1,244.64,209,26,1,12,728,1,5,0,27,32,65,32,1,28
6,0,1,444.0,314,57,1,14,509,0,6,0,56,62,55,95,0,60
2,1,3,366.0,112,57,4,13,650,1,4,0,55,56,57,95,0,58
3,3,3,117.96,43,40,4,5,884,0,7,1,38,50,34,37,2,50
0,0,2,127.2,365,20,3,14,803,2,2,0,20,19,44,99,1,27
2,0,0,449.03,162,24,3,8,833,1,5,0,19,14,51,58,1,25
2,1,0,338.72,186,53,3,8,460,2,2,0,54,50,21,65,2,56
6,4,0,408.86,92,53,1,10,941,2,2,0,51,45,53,32,2,53
0,0,2,127.2,116,47,3,9,963,2,1,0,42,49,70,53,1,47
5,0,2,467.1,268,11,1,13,559,1,5,0,11,4,55,39,1,14
2,2,1,323.23,222,16,4,7,965,1,3,0,21,12,55,37,1,25
6,0,2,302.34,279,58,4,8,501,1,5,0,58,65,68,54,1,64
0,0,2,371.5,367,39,4,3,449,1,4,0,44,30,52,42,0,47
5,4,0,335.8,204,53,3,3,229,0,7,0,49,58,43,34,1,54
5,1,0,477.89,381,39,4,12,558,1,4,0,40,29,21,59,0,38
2,4,0,450.78,367,42,0,3,458,2,1,0,44,44,20,65,1,43
2,5,3,53.22,172,35,2,2,567,0,7,0,32,38,63,88,0,37
7,1,2,188.49,177,10,4,13,166,1,4,0,9,14,59,33,2,12
2,0,1,362.36,113,11,2,9,538,1,5,0,7,19,21,84,2,14
0,3,2,166.96,125,5,4,3,507,2,1,0,8,2,38,69,1,8
3,0,0,61.98,86,54,4,8,133,2,2,0,59,61,26,99,1,62
6,3,2,356.47,244,14,1,11,638,1,3,0,17,24,79,56,0,16
2,5,2,325.92,421,18,3,4,686,1,3,0,18,27,33,64,0,26
2,1,0,338.72,435,9,3,2,934,2,2,0,4,16,64,83,2,14
5,1,0,477.89,155,50,4,2,705,2,2,0,47,55,22,42,0,57
7,1,1,357.75,362,38,0,14,448,2,1,0,42,44,67,44,2,42
7,5,3,212.79,88,58,2,11,551,2,2,0,56,62,69,78,2,65
1,2,0,82.18,61,55,1,11,575,2,1,0,54,62,29,70,2,60
4,5,3,357.54,200,9,3,11,685,2,1,0,4,9,75,87,2,14
7,1,1,357.75,244,15,0,14,417,0,6,0,16,17,79,93,2,19
0,0,0,33.93,277,5,3,5,489,1,3,0,7,7,37,36,0,13
2,5,3,53.22,98,38,2,7,415,0,6,0,42,28,46,69,0,44
4,3,1,437.94,498,43,2,4,865,0,6,0,40,38,28,33,1,44
4,5,3,357.54,464,23,3,12,410,0,7,0,21,27,56,59,2,27
6,0,1,444.0,161,36,1,13,379,2,1,0,40,26,32,75,0,35
2,0,0,277.91,137,26,0,8,965,2,1,0,26,34,21,99,0,33
0,0,2,371.5,215,46,4,12,673,0,7,0,43,48,67,78,0,46
0,5,2,441.43,326,29,3,8,287,0,7,0,28,34,54,54,1,34
2,0,3,246.09,420,36,0,8,982,1,5,1,37,30,57,77,0,38
2,4,0,450.78,221,45,0,7,529,1,5,0,45,43,70,34,1,52
1,1,1,424.58,273,54,1,2,717,1,4,0,54,50,49,77,0,61
4,2,0,414.69,494,59,2,4,553,1,3,0,63,57,23,81,1,61
2,1,3,267.32,432,9,2,10,154,0,7,0,10,1,29,77,1,16
1,3,1,345.21,111,24,2,5,529,2,1,0,27,32,32,42,2,30
2,1,3,366.0,401,23,4,7,757,1,3,0,22,21,69,98,0,29
5,4,3,241.29,253,43,0,8,839,1,3,0,44,37,29,60,1,46
2,1,3,56.6,399,55,4,2,463,1,4,0,57,49,46,92,2,59
1,1,1,424.58,417,16,1,6,362,1,5,0,20,12,60,40,0,19
0,3,0,49.41,330,5,3,3,796,0,7,0,1,13,62,93,2,10
0,3,2,226.22,347,42,4,9,506,1,5,0,37,39,46,99,2,40
4,4,3,425.25,341,32,2,5,632,0,7,0,33,28,66,31,2,31
0,5,2,441.43,259,20,3,11,398,2,2,1,18,29,33,75,1,29
0,0,0,33.93,30,51,3,11,809,1,4,0,47,47,36,60,0,54
0,3,2,226.22,289,13,4,13,591,1,3,0,11,21,33,78,2,15
2,5,3,53.22,240,18,2,14,244,2,1,0,16,9,29,88,0,15
6,2,1,343.08,456,21,0,10,430,2,2,0,24,30,56,81,1,32
2,5,2,325.92,342,15,3,12,586,1,3,1,12,17,74,70,0,22
2,5,3,53.22,370,12,2,3,824,2,2,0,17,10,76,87,0,21
7,1,2,188.49,408,9,4,2,336,2,2,0,9,4,61,88,2,16
6,0,1,444.0,340,11,1,12,620,0,6,0,12,15,36,41,0,14
4,4,1,82.18,46,20,2,5,810,2,1,0,16,11,68,39,2,23
5,2,3,156.68,453,5,4,8,253,2,1,0,3,3,75,96,1,6
5,3,0,219.86,427,55,1,6,684,2,1,0,54,55,77,69,0,54
0,0,0,33.93,61,24,3,2,307,1,3,0,29,15,51,82,0,23
0,2,1,95.12,80,49,0,9,846,1,3,0,50,43,58,38,2,56
0,1,2,184.21,254,16,3,10,767,1,4,0,21,20,50,77,1,24
1,2,0,82.18,308,54,1,4,721,2,1,0,56,44,71,36,2,52
1,3,1,345.21,84,52,2,12,762,1,4,0,49,58,22,42,2,56
7,0,2,57.78,43,28,2,13,501,2,1,0,28,22,43,91,1,31
4,1,1,297.94,387,7,1,6,392,1,5,0,7,11,20,91,1,7
6,2,1,343.08,405,52,0,3,132,2,2,1,49,48,62,94,1,54
7,4,0,462.1,166,5,3,13,451,1,5,0,5,9,48,68,2,8
7,4,0,462.1,92,36,3,12,961,0,7,0,32,36,49,66,2,38
1,3,1,345.21,58,33,2,9,393,1,4,0,35,41,66,75,2,36
1,2,0,82.18,371,24,1,8,825,2,1,0,19,20,75,84,2,25
4,3,1,437.94,149,49,2,9,399,2,2,0,51,45,59,32,1,48
6,2,1,259.78,38,35,2,11,221,1,3,1,35,34,42,85,1,43
4,5,3,357.54,33,47,3,14,894,0,7,0,48,47,43,39,2,51
1,5,2,72.7,355,59,2,3,523,1,4,0,56,50,78,32,1,63
1,1,1,424.58,99,51,1,4,535,2,1,0,56,43,54,32,0,56
4,4,3,305.04,346,14,3,3,751,2,1,0,12,23,31,45,0,24
0,3,2,226.22,480,18,4,5,254,2,2,1,19,19,26,81,2,20
1,3,1,345.21,129,22,2,13,827,0,6,0,19,13,24,81,2,23
2,1,3,366.0,181,56,4,12,760,1,4,0,51,50,51,75,0,53
0,1,3,112.93,73,19,2,2,537,2,1,0,15,13,79,62,1,18
1,4,3,117.68,464,51,2,14,981,1,3,0,55,44,57,85,1,56
7,1,1,357.75,314,56,0,12,986,1,5,0,53,60,24,97,2,56
0,1,3,112.93,438,17,2,10,708,2,2,1,17,8,46,95,1,21
2,1,0,338.72,205,35,3,12,665,1,4,0,31,41,79,84,2,35
6,0,2,292.13,463,10,2,13,198,2,2,1,7,8,61,33,0,12
4,5,3,357.54,433,22,3,6,501,1,4,0,18,26,71,51,2,25
7,4,0,462.1,293,22,3,14,464,1,3,0,22,17,74,83,2,23
4,1,3,93.03,293,20,1,6,588,1,4,0,22,19,64,50,2,25
1,2,1,244.64,101,36,1,11,824,2,1,0,36,45,64,55,1,37
0,3,2,166.96,178,45,4,12,539,1,4,0,50,40,32,92,1,46
2,1,3,267.32,364,57,2,7,679,1,4,0,62,61,57,64,1,59
2,2,1,323.23,482,16,4,2,269,1,5,0,19,21,60,51,1,19
2,0,2,291.67,48,17,1,7,815,2,1,0,13,13,79,58,1,24
4,3,1,437.94,429,22,2,6,326,2,2,0,24,23,31,43,1,29
6,1,3,14.44,353,32,3,5,508,2,2,0,27,35,41,44,1,35
0,5,3,141.9,224,29,2,5,757,1,3,0,25,19,24,68,2,28
5,0,2,467.1,361,21,1,12,497,0,6,0,25,22,50,92,1,29
4,5,3,346.65,164,46,1,6,411,1,5,0,43,47,52,95,1,51
1,2,1,446.05,112,20,0,11,322,2,2,0,25,21,22,30,1,23
0,1,2,184.21,403,45,3,11,36,1,4,0,50,42,44,89,1,53
3,3,3,348.06,346,56,4,6,370,1,3,0,58,57,40,76,0,56
0,3,1,41.1,202,9,1,12,226,1,4,0,12,19,68,68,2,20
0,3,2,226.22,331,18,4,6,858,2,1,0,16,12,69,62,2,17
4,1,3,93.03,294,24,1,3,450,0,6,0,24,17,51,32,2,22
0,1,3,112.93,451,9,2,11,760,1,4,0,14,3,57,68,1,16
1,2,1,244.64,396,43,1,11,892,0,7,0,41,47,68,84,1,49
0,0,3,259.97,219,19,0,4,701,2,1,0,22,14,37,94,1,25
0,2,1,95.12,300,57,0,8,167,0,6,0,61,49,61,80,2,61
5,2,3,458.29,404,28,0,2,852,0,7,0,23,27,61,70,2,32
6,2,1,259.78,250,33,2,11,558,2,2,0,36,41,75,91,1,42
0,3,1,41.1,135,39,1,13,662,2,2,0,40,44,20,46,2,42
2,1,3,56.6,199,29,4,4,874,2,2,0,24,20,21,81,2,26
0,1,0,66.94,274,23,1,9,701,1,4,0,18,16,78,82,2,29
4,1,1,297.94,107,52,1,12,752,1,3,0,48,45,35,87,1,51
0,0,3,259.97,141,20,0,8,467,1,5,0,15,16,71,37,1,24
0,0,0,33.93,327,11,3,13,470,2,2,0,11,9,62,99,0,11
4,2,0,414.69,248,17,2,8,729,1,3,0,18,11,59,88,1,25
1,2,0,82.18,489,13,1,11,396,0,7,0,18,13,51,44,2,20
1,2,2,70.79,355,33,0,5,677,0,7,0,31,36,71,78,2,33
0,3,0,49.41,55,37,3,5,609,2,1,0,32,43,39,70,2,43
6,4,3,89.57,232,27,1,9,963,1,5,0,31,36,20,58,0,36
1,2,1,244.64,478,11,1,7,359,2,2,0,9,21,56,41,1,12
1,5,0,410.5,171,36,0,4,804,1,4,0,34,30,40,56,0,38
2,4,0,319.2,93,21,2,4,573,1,5,0,16,12,58,43,0,17
0,0,2,371.5,265,55,4,2,327,1,3,0,60,50,30,76,0,59
6,4,3,89.57,77,26,1,5,1021,0,6,0,29,26,46,30,0,35
1,5,2,72.7,272,52,2,9,504,2,2,0,48,62,68,56,1,61
6,3,2,356.47,402,5,1,4,676,2,2,0,10,6,47,93,0,14
0,1,0,66.94,214,49,1,10,157,2,1,0,53,57,25,71,2,53
5,1,0,477.89,234,43,4,5,576,1,3,0,39,40,25,58,0,42
5,0,2,467.1,286,37,1,5,128,1,3,0,41,47,61,94,1,44
1,2,0,157.34,447,5,2,11,276,2,2,1,6,1,63,76,2,5
7,1,2,188.49,445,27,4,5,905,1,3,0,31,18,64,79,2,34
0,4,1,175.0,360,42,0,5,57,1,4,0,42,34,57,92,1,43
7,5,3,212.79,79,18,2,4,338,1,5,0,16,20,52,49,2,18
1,2,1,244.64,294,54,1,9,653,0,6,0,59,59,40,98,1,60
3,5,2,26.51,429,40,3,9,934,0,6,0,38,42,75,66,0,42
7,1,3,94.68,185,6,4,14,213,1,4,0,5,1,42,87,2,7
0,3,0,49.41,430,16,3,8,694,2,2,0,20,12,78,85,2,20
0,1,3,112.93,284,59,2,11,600,1,5,0,57,63,34,69,1,62
5,0,2,467.1,31,22,1,2,813,2,1,1,22,32,44,42,1,27
2,0,2,291.67,254,36,1,5,604,2,1,0,31,32,46,30,1,34
3,4,3,204.5,367,48,3,2,471,2,1,0,49,48,31,47,1,52
6,0,2,302.34,108,24,4,10,346,1,3,0,26,27,28,89,1,30
3,4,3,204.5,306,21,3,4,100,1,3,0,21,24,65,54,1,30
1,5,0,410.5,248,15,0,13,596,1,4,0,10,21,58,73,0,17
6,3,2,356.47,468,18,1,5,622,1,5,0,22,23,65,82,0,27
1,2,1,446.05,367,19,0,14,650,2,1,0,15,23,55,35,1,26
7,1,1,357.75,206,32,0,10,843,1,4,0,29,27,46,86,2,39
6,4,3,89.57,326,30,1,13,394,2,2,0,30,39,63,77,0,35
6,3,2,356.47,158,14,1,3,895,1,4,0,19,8,28,96,0,15
6,0,3,194.11,453,45,1,2,362,1,5,1,44,39,25,96,2,47
6,4,3,89.57,309,30,1,11,652,1,3,1,25,29,77,45,0,35
4,4,3,305.04,240,50,3,8,543,1,4,0,49,55,62,35,0,59
7,3,2,123.69,404,23,0,14,504,0,6,0,26,24,53,64,2,25
4,1,3,93.03,239,39,1,12,267,1,5,0,43,45,43,48,2,43
1,4,3,117.68,401,12,2,11,293,1,5,0,8,7,67,87,1,17
5,4,0,335.8,244,58,3,8,141,1,4,0,53,58,69,48,1,59
5,0,2,467.1,405,14,1,2,382,0,6,1,12,4,41,34,1,13
6,1,3,14.44,109,25,3,2,664,2,1,0,28,27,78,33,1,26
3,4,3,204.5,289,43,3,6,796,1,4,0,43,47,73,30,1,45
6,1,3,14.44,215,59,3,4,273,1,4,0,55,69,47,37,1,63
2,1,3,267.32,57,35,2,12,245,1,5,0,37,27,38,59,1,40
0,4,1,175.0,377,20,0,10,659,1,4,0,22,17,28,96,1,25
4,1,1,297.94,407,32,1,5,642,2,1,0,37,30,64,63,1,35
6,4,3,302.46,148,37,4,11,489,2,2,0,37,27,37,78,2,39
0,1,2,184.21,498,30,3,8,533,0,7,0,31,35,49,46,1,33
0,3,2,226.22,443,22,4,3,499,1,3,0,18,27,66,40,2,26
1,2,1,244.64,44,55,1,9,425,2,1,0,53,49,70,67,1,57
5,4,2,156.72,361,56,2,14,701,1,3,0,60,46,32,81,1,58
6,4,1,346.07,234,15,1,11,820,0,6,0,11,19,57,33,1,18
0,3,2,226.22,325,50,4,9,763,1,3,0,52,44,56,55,2,49
7,1,2,188.49,147,50,4,9,720,1,3,0,46,41,72,72,2,56
3,5,2,26.51,102,36,3,14,783,1,4,0,35,27,72,47,0,37
6,0,3,194.11,167,34,1,8,620,2,2,0,35,30,55,64,2,40
0,3,0,49.41,330,36,3,4,700,2,2,0,35,35,64,71,2,41
2,4,0,450.78,449,18,0,9,679,1,4,0,20,13,51,55,1,17
1,5,3,482.81,323,15,2,7,166,0,6,1,16,6,43,62,2,19
2,0,3,246.09,387,39,0,14,689,0,7,1,38,29,44,45,0,38
3,0,0,61.98,337,55,4,8,475,1,5,0,51,49,39,90,1,59
0,0,2,127.2,298,31,3,8,349,0,7,0,29,27,41,82,1,32
5,2,3,156.68,152,39,4,11,733,2,1,1,34,31,76,32,1,41
6,4,0,408.86,314,5,1,2,328,1,4,0,1,7,26,38,2,7
0,1,0,66.94,472,36,1,2,500,1,5,0,38,46,56,99,2,42
7,0,2,397.29,418,48,0,13,705,2,2,0,48,47,26,80,2,51
5,3,0,219.86,473,28,1,11,628,1,3,0,27,19,42,80,0,34
7,4,0,462.1,48,9,3,6,572,0,6,0,5,10,35,36,2,16
4,1,1,129.97,415,7,2,6,136,1,5,0,12,4,77,54,0,11
7,1,1,362.34,69,17,1,10,715,1,4,0,12,16,47,80,2,20
0,1,0,66.94,132,22,1,9,806,1,4,0,20,32,76,40,2,30
2,0,2,291.67,103,5,1,10,766,1,5,0,9,1,77,50,1,12
5,0,0,293.32,95,13,1,2,377,0,7,0,9,18,58,80,2,18
1,3,1,345.21,483,15,2,4,829,0,7,0,16,15,34,84,2,17
5,2,3,458.29,226,21,0,9,903,2,2,0,21,27,29,35,2,26
0,0,2,371.5,442,15,4,10,628,2,1,0,17,10,28,51,0,16
2,0,2,291.67,263,8,1,10,221,1,5,0,3,11,39,97,1,7
0,4,1,175.0,148,40,0,10,93,1,4,0,40,40,72,95,1,48
4,1,1,297.94,90,54,1,2,435,1,4,1,59,53,79,65,1,61
7,4,0,462.1,452,41,3,2,646,2,1,0,36,48,48,97,2,45
4,3,1,437.94,294,33,2,11,858,1,4,0,36,28,65,30,1,33
1,2,1,446.05,82,42,0,14,541,0,7,0,45,36,45,70,1,48
5,3,0,219.86,372,25,1,4,816,1,5,1,22,27,24,73,0,32
5,2,3,156.68,232,19,4,7,856,1,5,0,23,29,78,63,1,24
2,0,1,362.36,432,56,2,13,220,1,5,0,58,49,49,33,2,64
6,0,1,444.0,393,52,1,5,441,1,3,0,50,59,42,80,0,57
5,0,0,293.32,185,57,1,6,921,2,1,0,54,55,43,49,2,64
4,1,1,297.94,72,52,1,2,726,1,4,0,53,42,44,45,1,52
0,3,2,226.22,140,5,4,6,625,2,2,0,4,8,50,88,2,6
5,4,0,457.07,92,52,2,12,767,1,4,1,52,56,54,38,0,52
0,3,2,166.96,87,28,4,13,288,2,1,0,32,24,71,49,1,35
0,3,2,226.22,424,28,4,9,767,1,5,0,31,23,72,61,2,36
6,2,1,259.78,162,59,2,13,961,2,1,0,54,62,72,72,1,65
6,0,2,292.13,438,39,2,10,728,0,6,0,35,49,74,49,0,40
0,5,3,141.9,36,9,2,8,621,1,3,0,8,4,64,64,2,16
5,4,3,241.29,290,10,0,9,697,1,3,0,7,12,57,90,1,18
1,5,2,72.7,377,24,2,13,608,1,5,0,21,18,44,66,1,24
2,2,1,323.23,385,9,4,7,398,0,7,1,11,1,53,85,1,16
3,3,3,117.96,362,41,4,10,604,0,6,0,39,31,71,96,2,39
2,2,1,323.23,337,15,4,8,888,2,1,0,16,16,44,37,1,24
3,5,2,26.51,80,22,3,13,200,0,7,1,17,12,72,57,0,22
1,5,2,72.7,410,17,2,13,861,1,3,0,21,23,33,45,1,19
5,0,2,467.1,277,18,1,10,199,1,5,0,23,25,59,38,1,24
4,1,1,297.94,376,27,1,3,635,1,4,0,32,24,48,59,1,34
1,2,0,82.18,245,6,1,10,487,1,4,0,4,3,64,57,2,13
2,1,0,338.72,184,51,3,7,590,1,5,0,53,50,77,97,2,52
5,4,2,156.72,386,49,2,5,343,1,3,1,45,47,61,78,1,50
7,1,1,362.34,294,44,1,11,550,1,3,0,49,40,49,95,2,47
4,5,3,357.54,327,55,3,4,556,2,1,0,53,61,39,45,2,59
0,1,2,184.21,442,23,3,3,293,1,3,0,19,20,78,47,1,24
5,4,0,400.21,253,42,0,14,413,1,3,0,40,34,79,40,0,46
1,2,0,157.34,310,57,2,7,292,2,1,1,58,50,45,76,2,58
6,1,2,486.16,489,6,2,7,406,2,1,0,2,7,46,47,1,12
1,2,0,157.34,185,47,2,2,514,1,5,1,45,42,45,74,2,47
5,4,0,400.21,418,24,0,11,724,1,5,0,27,25,55,45,0,33
0,0,2,371.5,263,18,4,3,386,1,5,0,23,27,43,68,0,29
6,0,3,194.11,230,53,1,5,863,1,3,1,56,45,41,69,2,54
6,4,0,408.86,260,55,1,3,334,2,1,0,60,46,76,97,2,59
7,0,2,57.78,187,47,2,14,206,2,2,0,51,44,57,71,1,49
1,5,3,482.81,448,55,2,11,215,0,7,0,50,58,75,44,2,57
6,4,1,346.07,277,41,1,5,549,2,2,0,46,35,70,61,1,47
0,0,2,441.14,408,26,3,7,823,0,6,1,31,26,56,58,1,30
1,3,1,345.21,474,29,2,8,211,1,3,0,26,28,33,58,2,28
7,4,0,462.1,92,38,3,3,702,2,1,0,39,36,27,76,2,44
4,1,1,297.94,484,36,1,12,725,1,3,0,34,38,54,51,1,39
5,4,2,156.72,380,19,2,6,565,1,3,0,23,20,63,61,1,24
7,0,2,57.78,52,25,2,11,493,2,1,0,26,19,44,39,1,29
4,1,3,93.03,180,49,1,7,940,2,1,0,49,58,24,40,2,57
1,2,1,446.05,437,24,0,14,655,0,6,0,21,17,74,37,1,28
0,1,0,66.94,332,17,1,11,904,2,2,0,22,12,65,44,2,19
2,0,3,246.09,114,9,0,14,493,2,1,1,11,7,41,91,0,15
4,1,3,93.03,41,19,1,13,516,2,2,0,23,9,25,59,2,23
2,1,3,267.32,319,30,2,6,127,1,4,0,28,35,73,38,1,38
5,1,0,477.89,51,9,4,6,268,1,3,0,13,17,60,51,0,12
2,0,0,449.03,280,40,3,2,840,1,5,0,45,50,68,73,1,51
1,2,0,157.34,272,24,2,7,336,2,1,0,27,24,30,85,2,29
4,4,3,425.25,449,17,2,14,474,1,4,0,22,18,40,94,2,23
7,1,1,357.75,312,22,0,14,754,0,6,0,20,14,36,96,2,25
6,5,3,164.14,54,49,1,13,620,2,1,0,48,53,63,70,1,55
4,2,0,414.69,252,34,2,8,562,0,7,0,35,43,58,32,1,38
2,4,0,319.2,60,27,2,5,371,1,4,0,25,17,70,83,0,24
3,0,0,61.98,487,20,4,10,891,2,2,0,21,13,46,81,1,24
2,0,3,246.09,381,29,0,8,698,1,5,0,30,31,51,40,0,36
0,0,2,371.5,320,23,4,9,801,2,2,0,21,22,63,30,0,25
6,3,2,356.47,413,15,1,8,290,2,2,0,11,14,33,67,0,14
6,0,2,292.13,490,16,2,5,820,1,3,0,15,16,71,70,0,17
7,3,2,123.69,139,56,0,3,458,0,7,0,60,55,45,54,2,63
1,5,2,72.7,360,48,2,12,70,2,1,0,52,56,63,66,1,54
4,4,1,82.18,469,40,2,14,631,2,1,0,41,31,66,70,2,44
6,2,1,343.08,64,42,0,7,827,0,7,0,47,44,45,64,1,51
6,3,2,356.47,372,51,1,3,693,0,7,0,48,53,36,61,0,50
0,3,2,282.07,138,21,2,7,804,0,6,0,18,21,61,58,2,24
6,1,3,14.44,362,58,3,12,711,1,5,0,63,51,79,87,1,61
7,1,2,188.49,415,38,4,12,290,1,5,0,35,34,45,64,2,40
4,0,1,283.65,356,30,1,14,361,0,6,0,35,37,79,75,2,37
6,3,2,356.47,488,49,1,7,818,1,5,0,54,47,77,50,0,56
2,0,2,398.04,280,57,0,3,273,2,2,0,60,54,32,74,0,58
7,0,2,397.29,240,5,0,4,472,1,5,0,1,1,62,92,2,9
1,2,2,70.79,69,36,0,10,143,2,1,0,36,37,34,72,2,43
0,0,2,441.14,297,45,3,10,836,1,5,0,46,51,75,62,1,49
7,1,1,357.75,492,16,0,13,299,0,6,0,16,20,68,51,2,20
6,0,2,292.13,239,32,2,10,541,2,1,0,34,38,28,51,0,40
2,4,0,450.78,72,14,0,2,936,1,4,0,10,4,68,89,1,18
2,3,1,405.0,216,25,1,4,511,1,5,0,28,28,70,76,2,30
2,4,0,319.2,394,14,2,13,345,0,6,0,9,6,40,61,0,15
5,2,3,156.68,356,34,4,6,761,2,2,0,36,26,70,71,1,42
6,0,2,292.13,327,31,2,8,502,1,3,0,30,30,20,38,0,31
0,5,2,441.43,68,38,3,8,473,1,4,0,43,32,52,35,1,42
0,3,2,166.96,334,6,4,9,660,2,1,0,5,1,70,83,1,10
0,3,0,49.41,213,11,3,13,215,1,4,0,6,8,63,93,2,16
6,0,2,302.34,438,49,4,13,601,2,2,0,46,39,42,64,1,48
3,3,3,348.06,155,51,4,8,946,2,2,0,51,45,63,68,0,51
4,3,1,437.94,458,31,2,9,529,2,2,0,32,22,62,61,1,34
0,1,0,66.94,428,12,1,9,933,1,4,0,12,5,45,50,2,19
4,1,1,297.94,149,21,1,11,415,2,1,0,24,28,70,70,1,32
